,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_Tank_Capacity,Fuel_Type,Body_Type,City_Mileage,ARAI_Certified_Mileage,Front_Brakes,Rear_Brakes,Power,Seating_Capacity,Seats_Material,Wheelbase,Wheels_Size,Airbags,Number_of_Airbags
0,Renault,Kwid,Rxe 0.8,"Rs. 3,53,290",799 cc,3,In-line,BS 6,"Front, Transverse",28 litres,Petrol,Hatchback,25.17 km/litre,25.17 km/litre,Ventilated Disc,Drum,54PS@5678rpm,5,Fabric,2422 mm,165/70 R14,Driver frontal airbag,1
1,Renault,Kwid,Rxl 0.8,"Rs. 3,83,290",799 cc,3,In-line,BS 6,"Front, Transverse",28 litres,Petrol,Hatchback,25.17 km/litre,25.17 km/litre,Ventilated Disc,Drum,54PS@5678rpm,5,Fabric,2422 mm,165/70 R14,Driver frontal airbag,1
2,Renault,Kwid,Rxt 0.8,"Rs. 4,13,290",799 cc,3,In-line,BS 6,"Front, Transverse",28 litres,Petrol,Hatchback,25.17 km/litre,25.17 km/litre,Ventilated Disc,Drum,54PS@5678rpm,5,Fabric,2422 mm,165/70 R14,Driver frontal airbag,1
3,Renault,Kwid,Rxt 1.0,"Rs. 4,33,290",999 cc,3,In-line,BS 6,"Front, Transverse",28 litres,Petrol,Hatchback,25.17 km/litre,23.01 km/litre,Ventilated Disc,Drum,68PS@5500rpm,5,Fabric,2422 mm,165/70 R14,Driver frontal airbag,1
4,Renault,Kwid,Climber 1.0 Mt,"Rs. 4,54,490",999 cc,3,In-line,BS 6,"Front, Transverse",28 litres,Petrol,Hatchback,25.17 km/litre,23.01 km/litre,Ventilated Disc,Drum,68PS@5500rpm,5,Fabric,2422 mm,165/70 R14,Driver frontal airbag,1
5,Renault,Kwid,Rxt Amt 1.0,"Rs. 4,63,290",999 cc,3,In-line,BS 6,"Front, Transverse",28 litres,Petrol,Hatchback,25.17 km/litre,24.04 km/litre,Ventilated Disc,Drum,68PS@5500rpm,5,Fabric,2422 mm,165/70 R14,Driver frontal airbag,1
6,Renault,Kwid,Climber Amt 1.0,"Rs. 4,84,490",999 cc,3,In-line,BS 6,"Front, Transverse",28 litres,Petrol,Hatchback,25.17 km/litre,24.04 km/litre,Ventilated Disc,Drum,68PS@5500rpm,5,Fabric,2422 mm,165/70 R14,Driver frontal airbag,1
7,Renault,Kwid,Rxt (O) 1.0,"Rs. 4,40,990",999 cc,3,In-line,BS 6,"Front, Transverse",28 litres,Petrol,Hatchback,25.17 km/litre,23.01 km/litre,Ventilated Disc,Drum,68PS@5500rpm,5,Fabric,2422 mm,165/70 R14,"Driver frontal airbag, Front passenger frontal airbag",2
8,Renault,Kwid,Rxt (O) Amt 1.0,"Rs. 4,70,990",999 cc,3,In-line,BS 6,"Front, Transverse",28 litres,Petrol,Hatchback,25.17 km/litre,23.01 km/litre,Ventilated Disc,Drum,68PS@5500rpm,5,Fabric,2422 mm,165/70 R14,"Driver frontal airbag, Front passenger frontal airbag",2
9,Renault,Kwid,Climber (O) Mt 1.0,"Rs. 4,62,190",999 cc,3,In-line,BS 6,"Front, Transverse",28 litres,Petrol,Hatchback,25.17 km/litre,23.01 km/litre,Ventilated Disc,Drum,68PS@5500rpm,5,Fabric,2422 mm,165/70 R14,"Driver frontal airbag, Front passenger frontal airbag",2
10,Renault,Kwid,Climber (O) Amt 1.0,"Rs. 4,92,190",999 cc,3,In-line,BS 6,"Front, Transverse",28 litres,Petrol,Hatchback,25.17 km/litre,24.04 km/litre,Ventilated Disc,Drum,68PS@5500rpm,5,Fabric,2422 mm,165/70 R14,"Driver frontal airbag, Front passenger frontal airbag",2
11,Maruti Suzuki,Alto K10,Lxi,"Rs. 3,77,588",998 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,14 km/litre,24.07 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2360 mm,155/65R13,Driver frontal airbag,1
12,Maruti Suzuki,Alto K10,Vxi,"Rs. 3,94,036",998 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,14 km/litre,24.07 km/litre,Ventilated Disc,Drum,68PS@6200rpm,5,Fabric,2360 mm,155/65R13,Driver frontal airbag,1
13,Maruti Suzuki,Alto K10,Lx,"Rs. 3,60,843",998 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,19 km/litre,24.07 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2360 mm,155/65R13,Driver frontal airbag,1
14,Maruti Suzuki,Alto K10,Vxi (O),"Rs. 4,07,238",998 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,14 km/litre,24.07 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2360 mm,155/65R13,Driver frontal airbag,1
15,Maruti Suzuki,Alto K10,Vxi Amt (O),"Rs. 4,38,559",998 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,14 km/litre,24.07 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2360 mm,155/65R13,Driver frontal airbag,1
16,Datsun,Go,T (O),"Rs. 5,02,492",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,20.6 km/litre,20.1 km/litre,Ventilated Disc,Drum,68PS@5000rpm,5,Fabric,2450 mm,155/70R13,"Driver frontal airbag, Front passenger frontal airbag",2
17,Datsun,Go,A (O),"Rs. 4,99,990",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,20.6 km/litre,20.1 km/litre,Ventilated Disc,Drum,68PS@5000rpm,5,Fabric,2450 mm,155/70R13,"Driver frontal airbag, Front passenger frontal airbag",2
18,Datsun,Go,A,"Rs. 4,69,990",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,20.6 km/litre,20.1 km/litre,Ventilated Disc,Drum,68PS@5000rpm,5,Fabric,2450 mm,155/70R13,"Driver frontal airbag, Front passenger frontal airbag",2
19,Datsun,Go,T (O) Vdc,"Rs. 5,53,015",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,20.6 km/litre,20.1 km/litre,Ventilated Disc,Drum,68PS@5000rpm,5,Fabric,2450 mm,155/70R13,"Driver frontal airbag, Front passenger frontal airbag",2
20,Datsun,Go,T (O) Cvt,"Rs. 6,18,015",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,20.6 km/litre,20.1 km/litre,Ventilated Disc,Drum,78PS@5000rpm,5,Fabric,2450 mm,155/70R13,"Driver frontal airbag, Front passenger frontal airbag",2
21,Maruti Suzuki,Celerio Tour,H2,"Rs. 4,22,444",998 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,155/80R13,"Driver frontal airbag, Front passenger frontal airbag",2
22,Tata,Tiago,Revotron Xt,"Rs. 5,20,000",1199 cc,3,In-line,BS 6,"Front, Transverse",35 litres,Petrol,Hatchback,23.84 km/litre,23 km/litre,Ventilated Disc,Drum,86PS@6000rpm,5,Fabric,2400 mm,175/65 R14,"Driver frontal airbag, Front passenger frontal airbag",2
23,Tata,Tiago,Revotron Xz,"Rs. 5,70,000",1199 cc,3,In-line,BS 6,"Front, Transverse",35 litres,Petrol,Hatchback,23.84 km/litre,23 km/litre,Ventilated Disc,Drum,86PS@6000rpm,5,Fabric,2400 mm,175/65 R14,"Driver frontal airbag, Front passenger frontal airbag",2
24,Tata,Tiago,Revotron Xz Plus,"Rs. 5,99,000",1199 cc,3,In-line,BS 6,"Front, Transverse",35 litres,Petrol,Hatchback,23.84 km/litre,23 km/litre,Ventilated Disc,Drum,86PS@6000rpm,5,Fabric,2400 mm,175/65 R14,"Driver frontal airbag, Front passenger frontal airbag",2
25,Tata,Tiago,Revotron Xz Plus Dual Tone,"Rs. 6,10,000",1199 cc,3,In-line,BS 6,"Front, Transverse",35 litres,Petrol,Hatchback,23.84 km/litre,23 km/litre,Ventilated Disc,Drum,86PS@6000rpm,5,Fabric,2400 mm,175/65 R14,"Driver frontal airbag, Front passenger frontal airbag",2
26,Maruti Suzuki,Celerio X,Vxi (O),"Rs. 4,81,074",998 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,165/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
27,Maruti Suzuki,Celerio X,Vxi,"Rs. 4,75,198",998 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,165/70R14,Driver frontal airbag,1
28,Maruti Suzuki,Celerio X,Vxi Amt,"Rs. 5,18,198",998 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,165/70R14,Driver frontal airbag,1
29,Maruti Suzuki,Celerio X,Vxi Amt (O),"Rs. 5,24,074",998 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,165/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
30,Maruti Suzuki,Celerio X,Zxi,"Rs. 4,99,734",998 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,165/70R14,Driver frontal airbag,1
31,Maruti Suzuki,Celerio X,Zxi (O),"Rs. 5,40,350",998 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,165/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
32,Maruti Suzuki,Celerio X,Zxi Amt,"Rs. 5,42,735",998 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,165/70R14,Driver frontal airbag,1
33,Maruti Suzuki,Celerio X,Zxi Amt (O),"Rs. 5,52,350",998 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,165/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
34,Maruti Suzuki,Ignis,Alpha 1.2 Amt,"Rs. 7,13,898",1197 cc,4,In-line,BS IV,"Front, Transverse",32 litres,Petrol,Hatchback,20.89 km/litre,20.89 km/litre,Ventilated Disc,Drum,83PS@6000rpm,5,Fabric,2435 mm,175/65R 15,"Driver frontal airbag, Front passenger frontal airbag",2
35,Maruti Suzuki,Ignis,Alpha 1.2 Mt,"Rs. 6,66,898",1197 cc,4,In-line,BS IV,"Front, Transverse",32 litres,Petrol,Hatchback,20.89 km/litre,20.89 km/litre,Ventilated Disc,Drum,83PS@6000rpm,5,Fabric,2435 mm,175/65R 15,"Driver frontal airbag, Front passenger frontal airbag",2
36,Maruti Suzuki,Ignis,Delta 1.2 Amt,"Rs. 6,07,841",1197 cc,4,In-line,BS IV,"Front, Transverse",32 litres,Petrol,Hatchback,20.89 km/litre,20.89 km/litre,Ventilated Disc,Drum,83PS@6000rpm,5,Fabric,2435 mm,175/65R 15,"Driver frontal airbag, Front passenger frontal airbag",2
37,Maruti Suzuki,Ignis,Delta 1.2 Mt,"Rs. 5,60,841",1197 cc,4,In-line,BS IV,"Front, Transverse",32 litres,Petrol,Hatchback,20.89 km/litre,20.89 km/litre,Ventilated Disc,Drum,83PS@6000rpm,5,Fabric,2435 mm,175/65R 15,"Driver frontal airbag, Front passenger frontal airbag",2
38,Toyota,Etios Liva,G,"Rs. 5,20,300",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,15.1 km/litre,18.16 km/litre,Ventilated Disc,Drum,80PS@5600rpm,5,Fabric,2460 mm,175/65R14,"Driver frontal airbag, Front passenger frontal airbag",2
39,Toyota,Etios Liva,V,"Rs. 5,81,000",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,15.1 km/litre,18.16 km/litre,Ventilated Disc,Drum,80PS@5600rpm,5,Fabric,2460 mm,175/65R14,"Driver frontal airbag, Front passenger frontal airbag",2
40,Toyota,Etios Liva,Gd,"Rs. 6,47,800",1364 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,20.3 km/litre,23.59 km/litre,Ventilated Disc,Drum,68PS@3800rpm,5,Fabric,2460 mm,175/65R14,"Driver frontal airbag, Front passenger frontal airbag",2
41,Toyota,Etios Liva,Vx,"Rs. 6,30,000",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,15.1 km/litre,18.16 km/litre,Ventilated Disc,Drum,80PS@5600rpm,5,Fabric,2460 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
42,Toyota,Etios Liva,Vxd,"Rs. 7,45,000",1364 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,20.3 km/litre,23.59 km/litre,Ventilated Disc,Drum,68PS@3800rpm,5,Fabric,2460 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
43,Toyota,Etios Liva,Dual Tone Vx,"Rs. 6,41,700",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,15.1 km/litre,18.16 km/litre,Ventilated Disc,Drum,80PS@5600rpm,5,Fabric,2460 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
44,Toyota,Etios Liva,Dual Tone Vxd,"Rs. 7,56,700",1364 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,20.3 km/litre,23.59 km/litre,Ventilated Disc,Drum,68PS@3800rpm,5,Fabric,2460 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
45,Toyota,Etios Liva,Gx,"Rs. 5,58,400",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,15.1 km/litre,18.16 km/litre,Ventilated Disc,Drum,80PS@5600rpm,5,Fabric,2460 mm,175/65R14,"Driver frontal airbag, Front passenger frontal airbag",2
46,Toyota,Etios Liva,Gxd,"Rs. 6,86,000",1364 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,20.3 km/litre,23.59 km/litre,Ventilated Disc,Drum,68PS@3800rpm,5,Fabric,2460 mm,175/65R14,"Driver frontal airbag, Front passenger frontal airbag",2
47,Toyota,Etios Liva,Vx Dual Tone Limited Edition,"Rs. 6,62,700",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,15.1 km/litre,18.16 km/litre,Ventilated Disc,Drum,80PS@5600rpm,5,Fabric,2460 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
48,Toyota,Etios Liva,Vxd Dual Tone Limited Edition,"Rs. 7,77,700",1364 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,20.3 km/litre,23.59 km/litre,Ventilated Disc,Drum,68PS@3800rpm,5,Fabric,2460 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
49,Nissan,Micra Active,Xv,"Rs. 5,99,950",1198 cc,3,In-line,BS IV,"Front, Transverse",41 litres,Petrol,Hatchback,19.49 km/litre,19.49 km/litre,Ventilated Disc,Drum,68PS@5000rpm,5,Fabric,2450 mm,13x4.5B Steel,"Driver frontal airbag, Front passenger frontal airbag",2
50,Tata,Bolt,Xt Diesel,"Rs. 7,87,980",1248 cc,4,In-line,BS IV,"Front, Transverse",44 litres,Diesel,Hatchback,"22,95 km/litre",22.95 km/litre,Solid Disc,Drum,75PS@4000rpm,5,Fabric,2470 mm,175/65 R15,"Driver frontal airbag, Front passenger frontal airbag",2
51,Tata,Bolt,Xms Diesel,"Rs. 7,19,661",1248 cc,4,In-line,BS IV,"Front, Transverse",44 litres,Diesel,Hatchback,"22,95 km/litre",22.95 km/litre,Solid Disc,Drum,75PS@4000rpm,5,Fabric,2470 mm,175/65 R14,"Driver frontal airbag, Front passenger frontal airbag",2
52,Tata,Bolt,Xt Petrol,"Rs. 6,74,960",1193 cc,4,In-line,BS IV,"Front, Transverse",44 litres,Petrol,Hatchback,"17,57 km/litre",17.57 km/litre,Solid Disc,Drum,90PS@5000rpm,5,Fabric,2470 mm,175/65 R15,"Driver frontal airbag, Front passenger frontal airbag",2
53,Tata,Bolt,Xms Petrol,"Rs. 6,14,515",1193 cc,4,In-line,BS IV,"Front, Transverse",44 litres,Petrol,Hatchback,"17,57 km/litre",17.57 km/litre,Solid Disc,Drum,90PS@5000rpm,5,Fabric,2470 mm,175/ 65 R14,"Driver frontal airbag, Front passenger frontal airbag",2
54,Hyundai,Elite I20,Era 1.2,"Rs. 5,59,693",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,13.3 km/litre,18.6 km/litre,Ventilated Disc,Drum,84PS@6000rpm,5,Fabric,2525 mm,185/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
55,Hyundai,Elite I20,Era 1.4 Crdi,"Rs. 6,97,803",1396 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,18.4 km/litre,22.54 km/litre,Ventilated Disc,Drum,90PS@4000rpm,5,Fabric,2570 mm,185/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
56,Hyundai,Elite I20,Magna Plus,"Rs. 6,34,950",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,13.3 km/litre,18.6 km/litre,Ventilated Disc,Drum,84PS@6000rpm,5,Fabric,2570 mm,185/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
57,Hyundai,Elite I20,Magna Plus Crdi,"Rs. 7,70,803",1396 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,18.4 km/litre,22.54 km/litre,Ventilated Disc,Drum,90PS@4000rpm,5,Fabric,2570 mm,185/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
58,Hyundai,Elite I20,Sportz Plus,"Rs. 7,21,693",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,13.3 km/litre,18.6 km/litre,Ventilated Disc,Drum,84PS@6000rpm,5,Fabric,2570 mm,185/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
59,Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,"Rs. 8,76,103",1396 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,18.4 km/litre,22.54 km/litre,Ventilated Disc,Drum,90PS@4000rpm,5,Fabric,2570 mm,185/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
60,Hyundai,Elite I20,Asta (O) 1.2,"Rs. 8,08,993",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,13.3 km/litre,18.15 km/litre,Ventilated Disc,Drum,84PS@6000rpm,5,Fabric,2570 mm,195/55R16,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",6
61,Hyundai,Elite I20,Asta (O) Crdi,"Rs. 9,34,003",1396 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,18.4 km/litre,22.54 km/litre,Ventilated Disc,Drum,90PS@4000rpm,5,Fabric,2570 mm,195/55R16,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger curtain airbag, Driver curtain airbag",6
62,Hyundai,Elite I20,Asta (O) Cvt,"Rs. 9,20,993",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,13.3 km/litre,18.6 km/litre,Ventilated Disc,Drum,83PS@6000rpm,5,Fabric,2570 mm,195/55R16,"Driver frontal airbag, Front passenger frontal airbag",2
63,Hyundai,Elite I20,Sportz Plus Dual Tone,"Rs. 7,51,693",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,13.3 km/litre,18.6 km/litre,Ventilated Disc,Drum,84PS@6000rpm,5,Fabric,2570 mm,185/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
64,Hyundai,Elite I20,Sportz Plus Cvt,"Rs. 8,31,693",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,13.3 km/litre,18.6 km/litre,Ventilated Disc,Drum,84PS@6000rpm,5,Fabric,2570 mm,185/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
65,Hyundai,Elite I20,Sportz Plus Crdi,"Rs. 8,46,103",1396 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,18.4 km/litre,22.54 km/litre,Ventilated Disc,Drum,90PS@4000rpm,5,Fabric,2570 mm,185/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
66,Volkswagen,Polo,Trendline 1.0L (P),"Rs. 5,82,000",999 cc,3,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,14 km/litre,18.78 km/litre,Ventilated Disc,Drum,76PS@6200RPM,5,Polyurethene,2469 mm,175/70R14,"Front passenger frontal airbag, Driver frontal airbag",2
67,Volkswagen,Polo,Comfortline 1.0 (P),"Rs. 6,76,500",999 cc,3,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,14 km/litre,18.78 km/litre,Ventilated Disc,Drum,76PS@6200RPM,5,Polyurethene,2469 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
68,Volkswagen,Polo,Highline Plus 1.0 (P),"Rs. 7,76,500",999 cc,3,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,14 km/litre,18.78 km/litre,Ventilated Disc,Drum,76PS@6200RPM,5,Leather,2469 mm,185/60R16,"Driver frontal airbag, Front passenger frontal airbag",2
69,Volkswagen,Polo,Trendline 1.5L (D),"Rs. 7,34,500",1498 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,19 km/litre,20.14 km/litre,Ventilated Disc,Drum,90PS@4200rpm,5,Polyurethene,2469 mm,175/70R14,"Front passenger frontal airbag, Driver frontal airbag",2
70,Volkswagen,Polo,Comfortline 1.5 (D),"Rs. 8,51,500",1498 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,19 km/litre,20.14 km/litre,Ventilated Disc,Drum,90PS@4200rpm,5,Polyurethene,2469 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
71,Volkswagen,Polo,Highline Plus 1.5 (D),"Rs. 9,31,500",1498 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,19 km/litre,20.14 km/litre,Ventilated Disc,Drum,90PS@4200rpm,5,Leather,2469 mm,185/60R16,"Driver frontal airbag, Front passenger frontal airbag",2
72,Volkswagen,Polo,Gt Tsi,"Rs. 9,76,000",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,17 km/litre,17.21 km/litre,Ventilated Disc,Drum,105PS@5000rpm,5,Fabric,2469 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
73,Volkswagen,Polo,Gt Tdi,"Rs. 9,88,500",1498 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,19 km/litre,19.91 km/litre,Ventilated Disc,Drum,110PS@4400rpm,5,Fabric,2469 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
74,Maruti Suzuki,Dzire,Lxi,"Rs. 5,82,613",1197 cc,4,In-line,BS IV,"Front, Transverse",37 litres,Petrol,Sedan,16.3 km/litre,22 km/litre,Ventilated Disc,Drum,84.3PS@6000rpm,5,Fabric,2450 mm,165/80R14,"Driver frontal airbag, Front passenger frontal airbag",2
75,Maruti Suzuki,Dzire,Vxi Amt,"Rs. 7,20,112",1197 cc,4,In-line,BS IV,"Front, Transverse",37 litres,Petrol,Sedan,16.3 km/litre,22 km/litre,Ventilated Disc,Drum,84.3PS@6000rpm,5,Fabric,2450 mm,165/80R14,"Driver frontal airbag, Front passenger frontal airbag",2
76,Maruti Suzuki,Dzire,Zdi Amt,"Rs. 8,63,122",1248 cc,4,In-line,BS IV,"Front, Transverse",37 litres,Diesel,Sedan,28.4 km/litre,28.4 km/litre,Ventilated Disc,Drum,75PS@4000rpm,5,Fabric,2450 mm,185/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
77,Maruti Suzuki,Dzire,Zdi,"Rs. 8,16,622",1248 cc,4,In-line,BS IV,"Front, Transverse",37 litres,Diesel,Sedan,"28,4 km/litre",28.4 km/litre,Ventilated Disc,Drum,75PS@4000rpm,5,Fabric,2450 mm,185/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
78,Maruti Suzuki,Dzire,Zxi Plus,"Rs. 8,21,613",1197 cc,4,In-line,BS IV,"Front, Transverse",37 litres,Petrol,Sedan,16.3 km/litre,22 km/litre,Ventilated Disc,Drum,84.3PS@6000rpm,5,Fabric,2450 mm,185/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
79,Maruti Suzuki,Dzire,Zxi At,"Rs. 7,79,113",1197 cc,4,In-line,BS IV,"Front, Transverse",37 litres,Petrol,Sedan,16.3 km/litre,22 km/litre,Ventilated Disc,Drum,84.3PS@6000rpm,5,Fabric,2450 mm,185/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
80,Maruti Suzuki,Dzire,Zxi Plus Amt,"Rs. 8,68,613",1197 cc,4,In-line,BS IV,"Front, Transverse",37 litres,Petrol,Sedan,16.3 km/litre,22 km/litre,Ventilated Disc,Drum,84.3PS@6000rpm,5,Fabric,2450 mm,185/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
81,Maruti Suzuki,Dzire,Zdi Plus,"Rs. 9,06,122",1248 cc,4,In-line,BS IV,"Front, Transverse",37 litres,Diesel,Sedan,"28,4 km/litre",28.4 km/litre,Ventilated Disc,Drum,75PS@4000rpm,5,Fabric,2450 mm,185/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
82,Maruti Suzuki,Dzire,Vdi Amt,"Rs. 8,04,622",1248 cc,4,In-line,BS IV,"Front, Transverse",37 litres,Diesel,Sedan,28.4 km/litre,28.4 km/litre,Ventilated Disc,Drum,75PS@4000rpm,5,Fabric,2450 mm,165/80R14,"Driver frontal airbag, Front passenger frontal airbag",2
83,Maruti Suzuki,Dzire,Zdi Plus Amt,"Rs. 9,52,622",1248 cc,4,In-line,BS IV,"Front, Transverse",37 litres,Diesel,Sedan,28.4 km/litre,28.4 km/litre,Ventilated Disc,Drum,75PS@4000rpm,5,Fabric,2450 mm,185/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
84,Toyota,Platinum Etios,G,"Rs. 6,27,100",1496 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Sedan,"13,6 km/litre",16.78 km/litre,Ventilated Disc,Drum,90PS@5600rpm,5,Fabric,2550 mm,175/70R15,"Driver frontal airbag, Front passenger frontal airbag",2
85,Toyota,Platinum Etios,V,"Rs. 7,18,600",1496 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Sedan,"13,6 km/litre",16.78 km/litre,Ventilated Disc,Drum,90PS@5600rpm,5,Fabric,2550 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
